"id","t","h","src"
"7.13",120,16.9,"gut"
"7.14",20,2.5,"gut"
"7.14",30,5.4,"gut"
"7.14",40,8.3,"gut"
"7.14",50,10.2,"gut"
"7.14",60,11.5,"gut"
"7.14",70,12.6,"gut"
"7.14",80,13.6,"gut"
"7.14",90,14.6,"gut"
"7.14",100,15.6,"gut"
"7.14",110,17,"gut"
"7.14",120,18.3,"gut"
"7.15",20,3.3,"gut"
"7.15",30,6.2,"gut"
"7.15",40,9,"gut"
"7.15",50,10.9,"gut"
"7.15",60,12.3,"gut"
"7.15",70,13.6,"gut"
"7.15",80,15,"gut"
"7.15",90,16.5,"gut"
"7.15",100,18.3,"gut"
"7.15",110,19.9,"gut"
"7.15",120,21.6,"gut"
"4.8",30,3.8,"gut"
"4.8",40,5.2,"gut"
"4.8",50,6.5,"gut"
"4.8",60,8.1,"gut"
"4.8",70,10.2,"gut"
"4.8",80,12.1,"gut"
"4.8",90,13.6,"gut"
"4.8",100,14.7,"gut"
"4.8",110,15.7,"gut"
"4.8",120,16.2,"gut"
"4.8",130,16.7,"gut"
"4.8",140,17.3,"gut"
"4.8",150,17.8,"gut"
"4.9",30,3.2,"gut"
"4.9",40,5.5,"gut"
"4.9",50,6.9,"gut"
"4.9",60,8.1,"gut"
"4.9",70,9.8,"gut"
"4.9",80,11.3,"gut"
"4.9",90,13.2,"gut"
"4.9",100,15.4,"gut"
"4.9",110,16.8,"gut"
"4.9",120,17.7,"gut"
"4.9",130,18.5,"gut"
"4.9",140,19.3,"gut"
"4.9",150,20.1,"gut"
"4.10",30,3.3,"gut"
"4.10",40,5.9,"gut"
"4.10",50,8.6,"gut"
"4.10",60,10.9,"gut"
"4.10",70,12.7,"gut"
"4.10",80,14.7,"gut"
"4.10",90,16.5,"gut"
"4.10",100,17.9,"gut"
"4.10",110,19.1,"gut"
"4.10",120,20.1,"gut"
"4.10",130,21,"gut"
"4.10",140,21.7,"gut"
"4.10",150,22.3,"gut"
"5.32",30,2.2,"gut"
"5.32",40,4.9,"gut"
"5.32",50,8.1,"gut"
"5.32",60,10.6,"gut"
"5.32",70,12.2,"gut"
"5.32",80,13.6,"gut"
"5.32",90,14.9,"gut"
"5.32",100,16,"gut"
"5.33",30,2.6,"gut"
"5.33",40,3.6,"gut"
"5.33",50,4.6,"gut"
"5.33",60,5.7,"gut"
"5.33",70,6.9,"gut"
"5.33",80,8.6,"gut"
"5.33",90,10.3,"gut"
"5.33",100,12.2,"gut"
"5.33",110,13.7,"gut"
"5.33",120,15,"gut"
"5.33",130,16.2,"gut"
"7.12",20,1.9,"gut"
"7.12",30,3.2,"gut"
"7.12",40,4.4,"gut"
"7.12",50,5.6,"gut"
"7.12",60,6.9,"gut"
"7.12",70,8.5,"gut"
"7.12",80,10,"gut"
"7.12",90,11.3,"gut"
"7.12",100,12.6,"gut"
"7.12",110,14.1,"gut"
"7.12",120,15.4,"gut"
"7.20",40,2,"gut"
"7.20",50,2.7,"gut"
"7.20",60,3.5,"gut"
"7.20",70,4.4,"gut"
"7.20",80,5.4,"gut"
"7.20",90,6.5,"gut"
"7.20",100,7.7,"gut"
"7.20",110,8.8,"gut"
"7.20",120,9.7,"gut"
"7.20",130,10.4,"gut"
"7.20",140,11.1,"gut"
"7.20",150,11.9,"gut"
"7.21",30,2.5,"gut"
"7.21",40,3.7,"gut"
"7.21",50,4.7,"gut"
"7.21",60,5.7,"gut"
"7.21",70,6.7,"gut"
"7.21",80,7.9,"gut"
"7.21",90,8.8,"gut"
"7.21",100,9.7,"gut"
"7.21",110,10.3,"gut"
"7.21",120,10.9,"gut"
"7.21",130,11.5,"gut"
"7.21",140,12.2,"gut"
"7.21",150,12.9,"gut"
"1.1",10,1.2,"gut"
"1.2",10,1,"gut"
"1.4",10,1.2,"gut"
"2.1",10,1,"gut"
"2.2",10,0.9,"gut"
"3.10",10,1.3,"gut"
"4.6",10,1.1,"gut"
"1.8",10,1.3,"gut"
"1.9",10,0.9,"gut"
"1.10",10,1.3,"gut"
"1.11",10,1.3,"gut"
"3.7",10,1.2,"gut"
"3.8",10,0.9,"gut"
"4.5",10,0.9,"gut"
"4.7",10,0.9,"gut"
"6.8",10,1.2,"gut"
"5.15",10,1.2,"gut"
"5.21",10,1.1,"gut"
"5.22",10,1.1,"gut"
"5.23",10,1.3,"gut"
"5.24",10,1.3,"gut"
"7.6",10,0.7,"gut"
"1.12",10,1,"gut"
"1.13",10,1.3,"gut"
"1.14",10,1.2,"gut"
"1.15",10,0.6,"gut"
"1.16",10,1.1,"gut"
"3.13",10,1.2,"gut"
"3.14",10,1.3,"gut"
"4.4",10,0.8,"gut"
"6.10",10,1.1,"gut"
"5.20",10,0.4,"gut"
"5.28",20,1.2,"gut"
"5.29",10,0.6,"gut"
"5.30",10,0.8,"gut"
"5.31",10,0.4,"gut"
"7.1",10,1.1,"gut"
"7.10",10,1,"gut"
"6.11",10,1,"gut"
"6.12",10,0.8,"gut"
"5.34",10,0.4,"gut"
"5.34",20,1.3,"gut"
"5.35",10,0.4,"gut"
"5.36",10,1.2,"gut"
"5.37",10,1,"gut"
"5.38",10,0.8,"gut"
"5.39",10,1.1,"gut"
"5.40",10,0.6,"gut"
"5.41",10,0.7,"gut"
"5.42",10,0.8,"gut"
"5.43",10,0.7,"gut"
"5.43",20,1.3,"gut"
"5.44",10,1.1,"gut"
"5.45",10,1,"gut"
"5.46",10,0.8,"gut"
"5.47",10,1.2,"gut"
"5.48",10,0.8,"gut"
"7.13",10,1,"gut"
"7.14",10,0.9,"gut"
"7.15",10,1.1,"gut"
"4.8",20,1.3,"gut"
"4.9",20,1.2,"gut"
"4.10",20,1.3,"gut"
"5.32",10,0.4,"gut"
"5.32",20,1,"gut"
"5.33",10,0.6,"gut"
"5.33",20,1.3,"gut"
"7.12",10,0.8,"gut"
"7.20",20,0.7,"gut"
"7.20",30,1.3,"gut"
"7.21",20,1.3,"gut"
"1.1",0,0,"gut"
"1.2",0,0,"gut"
"1.3",0,0,"gut"
"1.4",0,0,"gut"
"1.6",0,0,"gut"
"1.7",0,0,"gut"
"2.1",0,0,"gut"
"2.2",0,0,"gut"
"3.5",0,0,"gut"
"3.6",0,0,"gut"
"3.10",0,0,"gut"
"3.11",0,0,"gut"
"3.12",0,0,"gut"
"4.6",0,0,"gut"
"5.25",0,0,"gut"
"1.8",0,0,"gut"
"1.9",0,0,"gut"
"1.10",0,0,"gut"
"1.11",0,0,"gut"
"3.7",0,0,"gut"
"3.8",0,0,"gut"
"4.5",0,0,"gut"
"4.7",0,0,"gut"
"5.15",0,0,"gut"
"5.17",0,0,"gut"
"5.18",0,0,"gut"
"5.19",0,0,"gut"
"5.21",0,0,"gut"
"5.22",0,0,"gut"
"5.23",0,0,"gut"
"5.24",0,0,"gut"
"5.26",0,0,"gut"
"6.7",0,0,"gut"
"6.8",0,0,"gut"
"7.6",0,0,"gut"
"1.12",0,0,"gut"
"1.13",0,0,"gut"
"1.14",0,0,"gut"
"1.15",0,0,"gut"
"1.16",0,0,"gut"
"3.13",0,0,"gut"
"3.14",0,0,"gut"
"4.3",0,0,"gut"
"4.4",0,0,"gut"
"5.20",0,0,"gut"
"5.27",0,0,"gut"
"5.28",0,0,"gut"
"5.29",0,0,"gut"
"5.30",0,0,"gut"
"5.31",0,0,"gut"
"6.10",0,0,"gut"
"7.1",0,0,"gut"
"7.10",0,0,"gut"
"5.34",0,0,"gut"
"5.35",0,0,"gut"
"5.36",0,0,"gut"
"5.37",0,0,"gut"
"5.38",0,0,"gut"
"5.39",0,0,"gut"
"5.40",0,0,"gut"
"5.41",0,0,"gut"
"5.42",0,0,"gut"
"5.43",0,0,"gut"
"5.44",0,0,"gut"
"5.45",0,0,"gut"
"5.46",0,0,"gut"
"5.47",0,0,"gut"
"5.48",0,0,"gut"
"6.11",0,0,"gut"
"6.12",0,0,"gut"
"7.13",0,0,"gut"
"7.14",0,0,"gut"
"7.15",0,0,"gut"
"4.8",0,0,"gut"
"4.9",0,0,"gut"
"4.10",0,0,"gut"
"5.32",0,0,"gut"
"5.33",0,0,"gut"
"7.12",0,0,"gut"
"7.20",0,0,"gut"
"7.21",0,0,"gut"
"arn_4701_15",2,0.21,"jrm"
"arn_4701_15",11,1.3,"jrm"
"arn_4701_15",22,5.4,"jrm"
"arn_4701_15",34,9.5,"jrm"
"arn_4701_15",51,13.6,"jrm"
"arn_4701_15",66,17.7,"jrm"
"arn_4701_15",75,21.8,"jrm"
"arn_4701_15",80,22.8,"jrm"
"arn_4701_15",99,23.8,"jrm"
"arn_4701_15",103,24.8,"jrm"
"arn_4701_15",105,25.8,"jrm"
"arn_4701_15",107,26.8,"jrm"
"bri_4_1",3,0.5,"jrm"
"bri_4_1",7,1.3,"jrm"
"bri_4_1",32,5.5,"jrm"
"bri_4_1",47,10.9,"jrm"
"bri_4_1",60,15.15,"jrm"
"bri_4_1",84,19.8,"jrm"
"bri_4_1",102,23.95,"jrm"
"bri_4_1",122,27.8,"jrm"
"bri_4_1",134,30.2,"jrm"
"bri_4_1",141,31.55,"jrm"
"bri_4_1",147,32.6,"jrm"
"bri_4_1",150,33.25,"jrm"
"gla_2_6",1,0.25,"jrm"
"gla_2_6",6,1.3,"jrm"
"gla_2_6",17,5.45,"jrm"
"gla_2_6",26,9.8,"jrm"
"gla_2_6",36,14.2,"jrm"
"gla_2_6",45,17.4,"jrm"
"gla_2_6",51,19.5,"jrm"
"gla_2_6",59,21.4,"jrm"
"gla_2_6",79,24.35,"jrm"
"gla_2_6",83,24.9,"jrm"
"gla_2_6",92,25.8,"jrm"
"gla_2_6",100,26.6,"jrm"
"gla_3_2",2,0.5,"jrm"
"gla_3_2",5,1.3,"jrm"
"gla_3_2",22,5.65,"jrm"
"gla_3_2",38,9.8,"jrm"
"gla_3_2",56,14,"jrm"
"gla_3_2",66,16,"jrm"
"gla_3_2",77,17.5,"jrm"
"gla_3_2",89,18.8,"jrm"
"gla_3_2",95,19.75,"jrm"
"gla_3_2",104,20.5,"jrm"
"gla_3_2",109,21.05,"jrm"
"h50_3_120",1,0.4,"jrm"
"h50_3_120",4,1.3,"jrm"
"h50_3_120",14,7.4,"jrm"
"h50_3_120",24,12.5,"jrm"
"h50_3_120",43,21.63,"jrm"
"h50_3_120",58,26.8,"jrm"
"h50_3_120",71,29.05,"jrm"
"h50_3_120",82,31.12,"jrm"
"h50_3_120",96,33.71,"jrm"
"h50_3_120",104,34.47,"jrm"
"h54_1_111",3,0.45,"jrm"
"h54_1_111",10,1.3,"jrm"
"h54_1_111",23,9.5,"jrm"
"h54_1_111",37,17.67,"jrm"
"h54_1_111",55,25.95,"jrm"
"h54_1_111",69,29.95,"jrm"
"h54_1_111",83,33,"jrm"
"h54_1_111",96,35.46,"jrm"
"h54_1_111",106,36.5,"jrm"
"hob_2_6",1,0.5,"jrm"
"hob_2_6",3,1.3,"jrm"
"hob_2_6",12,5.95,"jrm"
"hob_2_6",21,10.75,"jrm"
"hob_2_6",31,15.4,"jrm"
"hob_2_6",45,20.2,"jrm"
"hob_2_6",62,24.85,"jrm"
"hob_2_6",77,28.05,"jrm"
"hob_2_6",86,30.1,"jrm"
"hob_2_6",92,31.1,"jrm"
"hob_2_6",98,32.35,"jrm"
"hob_2_6",100,33,"jrm"
"hob_2_7",1,0.5,"jrm"
"hob_2_7",2,1.3,"jrm"
"hob_2_7",10,5.95,"jrm"
"hob_2_7",20,10.6,"jrm"
"hob_2_7",33,15.25,"jrm"
"hob_2_7",49,19.95,"jrm"
"hob_2_7",67,24.7,"jrm"
"hob_2_7",75,27.2,"jrm"
"hob_2_7",78,28.2,"jrm"
"hob_2_7",82,29.2,"jrm"
"hob_2_7",88,30.2,"jrm"
"hob_2_7",98,31.7,"jrm"
"hob_2_7",101,32.35,"jrm"
"hob_2_8",1,0.5,"jrm"
"hob_2_8",3,1.3,"jrm"
"hob_2_8",13,5.95,"jrm"
"hob_2_8",19,10.6,"jrm"
"hob_2_8",28,15.25,"jrm"
"hob_2_8",40,19.9,"jrm"
"hob_2_8",54,24.55,"jrm"
"hob_2_8",71,29.2,"jrm"
"hob_2_8",83,32.3,"jrm"
"hob_2_8",87,33.35,"jrm"
"hob_2_8",93,34.35,"jrm"
"hob_2_8",100,35.45,"jrm"
"hob_2_8",102,36,"jrm"
"hob_5_21",2,0.5,"jrm"
"hob_5_21",6,1.3,"jrm"
"hob_5_21",22,6,"jrm"
"hob_5_21",34,10.65,"jrm"
"hob_5_21",44,15.3,"jrm"
"hob_5_21",55,19.95,"jrm"
"hob_5_21",72,24.55,"jrm"
"hob_5_21",84,27.75,"jrm"
"hob_5_21",91,29.75,"jrm"
"hob_5_21",94,31,"jrm"
"hob_5_21",96,32,"jrm"
"hob_5_21",100,33,"jrm"
"hob_5_21",101,33.6,"jrm"
"hob_6_27",3,0.5,"jrm"
"hob_6_27",9,1.3,"jrm"
"hob_6_27",19,5.4,"jrm"
"hob_6_27",30,9.5,"jrm"
"hob_6_27",43,13.7,"jrm"
"hob_6_27",52,17.8,"jrm"
"hob_6_27",66,21.9,"jrm"
"hob_6_27",80,25,"jrm"
"hob_6_27",85,26.05,"jrm"
"hob_6_27",89,27.1,"jrm"
"hob_6_27",98,28.6,"jrm"
"hob_6_27",101,29.05,"jrm"
"hob_6_27",104,29.75,"jrm"
"kon_12_1",2,0.5,"jrm"
"kon_12_1",5,1.3,"jrm"
"kon_12_1",15,6,"jrm"
"kon_12_1",23,10.7,"jrm"
"kon_12_1",37,15.9,"jrm"
"kon_12_1",52,21.25,"jrm"
"kon_12_1",69,25.45,"jrm"
"kon_12_1",87,28.6,"jrm"
"kon_12_1",99,30.1,"jrm"
"kon_12_1",110,31.45,"jrm"
"kon_12_2",1,0.5,"jrm"
"kon_12_2",3,1.3,"jrm"
"kon_12_2",14,6.55,"jrm"
"kon_12_2",23,11.75,"jrm"
"kon_12_2",32,16.95,"jrm"
"kon_12_2",45,22.15,"jrm"
"kon_12_2",61,26.4,"jrm"
"kon_12_2",78,29.45,"jrm"
"kon_12_2",89,32.05,"jrm"
"kon_12_2",102,34,"jrm"
"kon_12_3",1,0.4,"jrm"
"kon_12_3",4,1.3,"jrm"
"kon_12_3",12,6,"jrm"
"kon_12_3",23,10.7,"jrm"
"kon_12_3",33,15.85,"jrm"
"kon_12_3",44,21,"jrm"
"kon_12_3",63,26.3,"jrm"
"kon_12_3",86,31.7,"jrm"
"kon_12_3",101,34.75,"jrm"
"kon_12_3",109,36.25,"jrm"
"kon_17_2",2,0.5,"jrm"
"kon_17_2",5,1.3,"jrm"
"kon_17_2",19,7.5,"jrm"
"kon_17_2",34,13.7,"jrm"
"kon_17_2",54,19.9,"jrm"
"kon_17_2",86,25.1,"jrm"
"kon_17_2",105,27.55,"jrm"
"kon_17_2",120,29.2,"jrm"
"kon_17_2",134,31,"jrm"
"kon_6_2",2,0.5,"jrm"
"kon_6_2",5,1.3,"jrm"
"kon_6_2",13,6.5,"jrm"
"kon_6_2",19,11.7,"jrm"
"kon_6_2",26,16.9,"jrm"
"kon_6_2",37,22.1,"jrm"
"kon_6_2",47,26.25,"jrm"
"kon_6_2",59,29.45,"jrm"
"kon_6_2",73,31.75,"jrm"
"kon_6_2",84,33.35,"jrm"
"kon_6_2",94,34.75,"jrm"
"kon_6_2",100,35.9,"jrm"
"kon_6_2",108,37,"jrm"
"kon_6_5",2,0.5,"jrm"
"kon_6_5",5,1.3,"jrm"
"kon_6_5",15,6.5,"jrm"
"kon_6_5",23,11.7,"jrm"
"kon_6_5",33,17,"jrm"
"kon_6_5",44,21.25,"jrm"
"kon_6_5",52,24.2,"jrm"
"kon_6_5",68,28.2,"jrm"
"kon_6_5",85,30.75,"jrm"
"kon_6_5",100,33.05,"jrm"
"kon_6_5",111,34.75,"jrm"
"kon_8_3",2,0.5,"jrm"
"kon_8_3",5,1.3,"jrm"
"kon_8_3",16,6.5,"jrm"
"kon_8_3",28,11.7,"jrm"
"kon_8_3",42,16.9,"jrm"
"kon_8_3",56,21.1,"jrm"
"kon_8_3",79,25.3,"jrm"
"kon_8_3",91,28.15,"jrm"
"kon_8_3",101,29.9,"jrm"
"kon_8_3",113,32.05,"jrm"
"mur_1_2",1,0.35,"jrm"
"mur_1_2",5,1.3,"jrm"
"mur_1_2",20,5.45,"jrm"
"mur_1_2",32,9.6,"jrm"
"mur_1_2",50,13.75,"jrm"
"mur_1_2",58,15.9,"jrm"
"mur_1_2",65,18.02,"jrm"
"mur_1_2",70,19.1,"jrm"
"mur_1_2",78,20.6,"jrm"
"mur_1_2",108,21.25,"jrm"
"mur_1_2",111,22.2,"jrm"
"mur_1_2",115,23.2,"jrm"
"mur_1_3",3,0.45,"jrm"
"mur_1_3",8,1.3,"jrm"
"mur_1_3",24,5.5,"jrm"
"mur_1_3",38,9.7,"jrm"
"mur_1_3",54,13.85,"jrm"
"mur_1_3",62,16.05,"jrm"
"mur_1_3",72,18.15,"jrm"
"mur_1_3",80,19.5,"jrm"
"mur_1_3",91,21.25,"jrm"
"mur_1_3",105,22.45,"jrm"
"mur_1_3",119,23.6,"jrm"
"mur_1_4",3,0.3,"jrm"
"mur_1_4",14,1.35,"jrm"
"mur_1_4",36,5.5,"jrm"
"mur_1_4",53,9.65,"jrm"
"mur_1_4",68,13.8,"jrm"
"mur_1_4",75,15.95,"jrm"
"mur_1_4",80,17,"jrm"
"mur_1_4",88,18.3,"jrm"
"mur_1_4",94,19.55,"jrm"
"mur_1_4",97,20,"jrm"
"mur_1_4",106,21.35,"jrm"
"mur_1_4",115,22.43,"jrm"
"mur_1_5",3,0.4,"jrm"
"mur_1_5",10,1.3,"jrm"
"mur_1_5",33,5.55,"jrm"
"mur_1_5",48,9.7,"jrm"
"mur_1_5",60,13.9,"jrm"
"mur_1_5",78,17.25,"jrm"
"mur_1_5",87,18.8,"jrm"
"mur_1_5",94,19.85,"jrm"
"mur_1_5",98,20.8,"jrm"
"mur_1_5",106,21.65,"jrm"
"mur_1_5",113,22.45,"jrm"
"mur_1_6",4,0.35,"jrm"
"mur_1_6",14,1.3,"jrm"
"mur_1_6",41,5.45,"jrm"
"mur_1_6",58,9.7,"jrm"
"mur_1_6",73,13.95,"jrm"
"mur_1_6",80,16.12,"jrm"
"mur_1_6",93,18.2,"jrm"
"mur_1_6",102,19.35,"jrm"
"mur_1_6",107,20.15,"jrm"
"mur_1_6",113,20.85,"jrm"
"mur_1_6",116,21.7,"jrm"
"mur_1_6",129,23.05,"jrm"
"mur_2_1",3,0.4,"jrm"
"mur_2_1",10,1.3,"jrm"
"mur_2_1",26,5.5,"jrm"
"mur_2_1",38,9.7,"jrm"
"mur_2_1",52,13.9,"jrm"
"mur_2_1",63,18.05,"jrm"
"mur_2_1",77,22.2,"jrm"
"mur_2_1",91,24.35,"jrm"
"mur_2_1",106,26.45,"jrm"
"mur_2_1",120,28.6,"jrm"
"mur_2_1",129,30.05,"jrm"
"mur_2_1",142,31.7,"jrm"
"mur_2_10",4,0.4,"jrm"
"mur_2_10",12,1.3,"jrm"
"mur_2_10",50,5.45,"jrm"
"mur_2_10",70,9.6,"jrm"
"mur_2_10",83,13.8,"jrm"
"mur_2_10",99,18,"jrm"
"mur_2_10",125,22.25,"jrm"
"mur_2_10",139,24.4,"jrm"
"mur_2_10",147,25.95,"jrm"
"mur_2_10",153,27,"jrm"
"mur_2_10",161,28.2,"jrm"
"mur_2_11",2,0.4,"jrm"
"mur_2_11",8,1.3,"jrm"
"mur_2_11",15,5.5,"jrm"
"mur_2_11",27,9.7,"jrm"
"mur_2_11",42,13.9,"jrm"
"mur_2_11",60,18.1,"jrm"
"mur_2_11",71,20.25,"jrm"
"mur_2_11",83,22.4,"jrm"
"mur_2_11",99,24.45,"jrm"
"mur_2_11",109,26.2,"jrm"
"mur_2_11",120,27.7,"jrm"
"mur_2_11",128,28.65,"jrm"
"mur_2_3",4,0.4,"jrm"
"mur_2_3",14,1.3,"jrm"
"mur_2_3",33,5.5,"jrm"
"mur_2_3",56,9.7,"jrm"
"mur_2_3",75,13.9,"jrm"
"mur_2_3",88,18.05,"jrm"
"mur_2_3",109,22.2,"jrm"
"mur_2_3",120,24.3,"jrm"
"mur_2_3",136,26.45,"jrm"
"mur_2_3",160,28.6,"jrm"
"mur_2_3",168,29.9,"jrm"
"mur_2_3",177,30.85,"jrm"
"mur_2_3",184,31.75,"jrm"
"mur_2_3",193,32.58,"jrm"
"mur_2_4",5,0.4,"jrm"
"mur_2_4",17,1.3,"jrm"
"mur_2_4",47,5.45,"jrm"
"mur_2_4",71,9.7,"jrm"
"mur_2_4",92,13.85,"jrm"
"mur_2_4",109,18,"jrm"
"mur_2_4",120,20.2,"jrm"
"mur_2_4",137,22.4,"jrm"
"mur_2_4",159,24.55,"jrm"
"mur_2_4",177,26.55,"jrm"
"mur_2_4",188,28.12,"jrm"
"mur_2_5",2,0.3,"jrm"
"mur_2_5",11,1.3,"jrm"
"mur_2_5",24,5.45,"jrm"
"mur_2_5",42,9.6,"jrm"
"mur_2_5",58,13.75,"jrm"
"mur_2_5",73,17.9,"jrm"
"mur_2_5",87,20.05,"jrm"
"mur_2_5",100,22.2,"jrm"
"mur_2_5",119,24.4,"jrm"
"mur_2_5",136,26.3,"jrm"
"mur_2_5",146,27.45,"jrm"
"mur_2_5",156,28.68,"jrm"
"mur_2_6",5,0.4,"jrm"
"mur_2_6",16,1.3,"jrm"
"mur_2_6",37,5.5,"jrm"
"mur_2_6",53,9.7,"jrm"
"mur_2_6",66,13.9,"jrm"
"mur_2_6",82,18.15,"jrm"
"mur_2_6",100,22.3,"jrm"
"mur_2_6",112,24.55,"jrm"
"mur_2_6",122,26.7,"jrm"
"mur_2_6",127,27.6,"jrm"
"mur_2_6",135,28.75,"jrm"
"mur_2_6",140,29.9,"jrm"
"mur_2_8",3,0.35,"jrm"
"mur_2_8",12,1.3,"jrm"
"mur_2_8",32,5.5,"jrm"
"mur_2_8",44,9.65,"jrm"
"mur_2_8",56,13.85,"jrm"
"mur_2_8",73,18.03,"jrm"
"mur_2_8",94,22.35,"jrm"
"mur_2_8",107,24.43,"jrm"
"mur_2_8",120,26.1,"jrm"
"mur_2_8",128,27.2,"jrm"
"mur_2_8",138,28.25,"jrm"
"mur_2_8",148,29.26,"jrm"
"mur_2_9",3,0.35,"jrm"
"mur_2_9",11,1.3,"jrm"
"mur_2_9",30,5.45,"jrm"
"mur_2_9",45,9.6,"jrm"
"mur_2_9",59,13.75,"jrm"
"mur_2_9",73,18,"jrm"
"mur_2_9",95,22.15,"jrm"
"mur_2_9",109,24.3,"jrm"
"mur_2_9",127,26.6,"jrm"
"mur_2_9",136,28.15,"jrm"
"mur_2_9",141,29,"jrm"
"mur_2_9",149,29.97,"jrm"
"mur_3_7",2,0.5,"jrm"
"mur_3_7",5,1.3,"jrm"
"mur_3_7",22,6.2,"jrm"
"mur_3_7",29,10.35,"jrm"
"mur_3_7",38,14.5,"jrm"
"mur_3_7",48,18.65,"jrm"
"mur_3_7",58,22.9,"jrm"
"mur_3_7",69,25.05,"jrm"
"mur_3_7",76,26.8,"jrm"
"mur_3_7",84,28.15,"jrm"
"mur_3_7",89,29.25,"jrm"
"mur_3_7",96,30.55,"jrm"
"mur_3_7",103,31.53,"jrm"
"mur_4_10",5,0.5,"jrm"
"mur_4_10",15,1.35,"jrm"
"mur_4_10",33,5.55,"jrm"
"mur_4_10",45,9.65,"jrm"
"mur_4_10",59,13.9,"jrm"
"mur_4_10",80,18.25,"jrm"
"mur_4_10",98,22.4,"jrm"
"mur_4_10",108,24.5,"jrm"
"mur_4_10",119,26.63,"jrm"
"mur_4_2",2,0.35,"jrm"
"mur_4_2",7,1.35,"jrm"
"mur_4_2",27,5.55,"jrm"
"mur_4_2",42,9.8,"jrm"
"mur_4_2",61,14,"jrm"
"mur_4_2",76,18.2,"jrm"
"mur_4_2",88,19.7,"jrm"
"mur_4_2",95,20.75,"jrm"
"mur_4_2",106,22.1,"jrm"
"mur_4_2",110,22.93,"jrm"
"mur_4_2",117,23.76,"jrm"
"mur_4_3",4,0.4,"jrm"
"mur_4_3",13,1.3,"jrm"
"mur_4_3",30,5.45,"jrm"
"mur_4_3",54,10.7,"jrm"
"mur_4_3",68,14.85,"jrm"
"mur_4_3",83,19.15,"jrm"
"mur_4_3",92,21.55,"jrm"
"mur_4_3",101,22.95,"jrm"
"mur_4_3",109,24.23,"jrm"
"mur_4_3",115,25.15,"jrm"
"mur_4_4",3,0.3,"jrm"
"mur_4_4",13,1.3,"jrm"
"mur_4_4",31,5.55,"jrm"
"mur_4_4",44,9.7,"jrm"
"mur_4_4",59,13.95,"jrm"
"mur_4_4",80,18.1,"jrm"
"mur_4_4",98,22.3,"jrm"
"mur_4_4",109,24,"jrm"
"mur_4_4",116,25,"jrm"
"mur_4_4",123,25.95,"jrm"
"mur_4_4",129,26.84,"jrm"
"mur_4_5",3,0.3,"jrm"
"mur_4_5",12,1.3,"jrm"
"mur_4_5",30,5.6,"jrm"
"mur_4_5",45,9.85,"jrm"
"mur_4_5",63,14.05,"jrm"
"mur_4_5",84,18.15,"jrm"
"mur_4_5",96,20.1,"jrm"
"mur_4_5",102,21.2,"jrm"
"mur_4_5",111,22.25,"jrm"
"mur_4_5",118,23.17,"jrm"
"mur_4_6",5,0.4,"jrm"
"mur_4_6",18,1.3,"jrm"
"mur_4_6",37,5.5,"jrm"
"mur_4_6",52,9.65,"jrm"
"mur_4_6",69,13.85,"jrm"
"mur_4_6",90,18.1,"jrm"
"mur_4_6",94,18.9,"jrm"
"mur_4_6",105,20.25,"jrm"
"mur_4_6",112,21.25,"jrm"
"mur_4_7",4,0.5,"jrm"
"mur_4_7",11,1.3,"jrm"
"mur_4_7",27,5.65,"jrm"
"mur_4_7",38,9.8,"jrm"
"mur_4_7",52,14.05,"jrm"
"mur_4_7",64,18.25,"jrm"
"mur_4_7",80,22.55,"jrm"
"mur_4_7",89,24.1,"jrm"
"mur_4_7",94,25.2,"jrm"
"mur_4_7",103,26.45,"jrm"
"mur_4_8",2,0.4,"jrm"
"mur_4_8",6,1.3,"jrm"
"mur_4_8",21,5.45,"jrm"
"mur_4_8",33,9.6,"jrm"
"mur_4_8",46,13.9,"jrm"
"mur_4_8",68,18.1,"jrm"
"mur_4_8",87,22.3,"jrm"
"mur_4_8",96,23.95,"jrm"
"mur_4_8",105,25.5,"jrm"
"mur_4_8",112,26.75,"jrm"
"mur_5_1",5,0.4,"jrm"
"mur_5_1",18,1.3,"jrm"
"mur_5_1",41,5.45,"jrm"
"mur_5_1",58,9.6,"jrm"
"mur_5_1",67,13.9,"jrm"
"mur_5_1",79,18.15,"jrm"
"mur_5_1",91,22.3,"jrm"
"mur_5_1",100,24.6,"jrm"
"mur_5_1",113,27.5,"jrm"
"mur_5_1",121,28.85,"jrm"
"mur_5_1",127,29.9,"jrm"
"mur_5_1",135,31.05,"jrm"
"mur_5_10",2,0.4,"jrm"
"mur_5_10",6,1.3,"jrm"
"mur_5_10",24,5.5,"jrm"
"mur_5_10",45,9.7,"jrm"
"mur_5_10",60,13.9,"jrm"
"mur_5_10",76,18.1,"jrm"
"mur_5_10",91,22.3,"jrm"
"mur_5_10",123,26.55,"jrm"
"mur_5_10",135,28.7,"jrm"
"mur_5_10",152,30.7,"jrm"
"mur_5_10",162,32.2,"jrm"
"mur_5_10",170,33.25,"jrm"
"mur_5_2",1,0.4,"jrm"
"mur_5_2",3,1.3,"jrm"
"mur_5_2",15,5.55,"jrm"
"mur_5_2",25,9.8,"jrm"
"mur_5_2",39,14,"jrm"
"mur_5_2",65,18.25,"jrm"
"mur_5_2",112,22.65,"jrm"
"mur_5_2",137,24.85,"jrm"
"mur_5_2",164,27.65,"jrm"
"mur_5_2",182,29.25,"jrm"
